,repository_name,linguagens
1595,ibm-spectrum-scale-bridge-for-grafana,Python
1596,ibm-spectrum-scale-cloud-install,HCL
1597,ibm-spectrum-scale-container-native,
1598,ibm-spectrum-scale-container-native-helm,Shell
1599,ibm-spectrum-scale-csi,Go
1600,ibm-spectrum-scale-csi-driver,Go
1601,ibm-spectrum-scale-daaa,Shell
1602,ibm-spectrum-scale-ibm-cloud-schematics,HCL
1603,ibm-spectrum-scale-install-infra,Python
1604,IBM-Spectrum-Scale-Security-Posture,Python
1605,ibm-spectrum-symphony-operator,
1606,ibm-storage-odf-block-driver,Go
1607,ibm-storage-odf-console,TypeScript
1608,ibm-storage-odf-operator,Go
1609,ibm-storage-scale-agents,Python
1610,ibm-storage-scale-mcp-server,Python
1611,ibm-storageinsights-mcpserver,Python
1612,ibm-streams-with-kafka,Jupyter Notebook
1613,ibm-streams-with-ml-model,Jupyter Notebook
1614,ibm-streams-with-python-api,Jupyter Notebook
1615,IBM-Sustainability-Software-Portfolio-Connectors,HTML
1616,IBM-Synthetic-Data-Sets,
1617,ibm-techallenge-spain,
1618,IBM-TRIRIGA-PolyReact,JavaScript
1619,ibm-txseries-charts,Smarty
1620,ibm-user-management-operator,Go
1621,ibm-vpc-block-csi-driver-operator,Go
1622,ibm-vpc-demo,Python
1623,ibm-vpc-file-csi-driver,Go
1624,ibm-vulnerability-advisor-operator,
1625,ibm-watson-embed-charts,Smarty
1626,ibm-watson-embed-clients,Python
1627,ibm-watson-embed-model-builder,Python
1628,ibm-watsonx-data-integration-sdk,
1629,ibm-watsonx-gov,
1630,ibm-watsonx-gov-catalog-mcp-server,Python
1631,ibm-watsonx-orchestrate-adk,Python
1632,ibm-watsonx-tutorial,Python
1633,ibm-watsonxdata-dl-retrieval-mcp-server,Python
1634,ibm-watsonxdata-mcp-server,Python
1635,ibm-websphere-automation,Shell
1636,IBM-Z-Application-Continuous-Testing-using-Galasa,
1637,ibm-z-elliptic-curve-cryptography,Shell
1638,ibm-z-ep11-support-program,C
1639,IBM-Z-OMEGAMON-dashboards,
1640,IBM-Z-OMEGAMON-Data-Requester,
1641,ibm-z-oss-hub,HTML
1642,IBM-Z-zOS,REXX
1643,ibm-zdnn-plugin,
1644,IBM-zSystems-AIOps,HTML
1645,ibm.github.io,JavaScript
1646,ibmcf-migration-tooling,
1647,ibmcloud-backup-recovery-cli,Go
1648,ibmcloud-cfenv-processors,Java
1649,ibmcloud-cos-cli,Go
1650,ibmcloud-hpc-tutorials,CSS
1651,ibmcloud-iam-operator,Go
1652,ibmcloud-object-storage-plugin,Go
1653,ibmcloud-storage-cbr,Go
1654,ibmcloud-storage-utilities,Go
1655,ibmcloud-storage-volume-lib,Go
1656,ibmcloud-volume-file-vpc,Go
1657,ibmcloud-volume-interface,Go
1658,ibmcloud-volume-vpc,Go
1659,ibmcloud-watsonassistant-sdk,Rust
1660,IBMDeveloper-recipes,
1661,ibmdiagrams,Python
1662,ibmdotcom-tutorials,HTML
1663,ibmfunction_pygithub,Python
1664,ibmgraphblas,C++
1665,ibmi-ci,TypeScript
1666,ibmi-cloudinit,Python
1667,ibmi-company_system,RPGLE
1668,ibmi-db2util,C
1669,ibmi-developer-sample,
1670,ibmi-developer-workspaces-images,
1671,ibmi-eventf-parser,TypeScript
1672,ibmi-mcp-server,TypeScript
1673,ibmi-oss-docs,Python
1674,ibmi-oss-examples,Jupyter Notebook
1675,ibmi-oss-issues,
1676,ibmi-oss-resources,
1677,ibmi-repo-snapshot,Java
1678,ibmi-tobi,Python
1679,ibmichroot,Shell
1680,IBMInclusiveITLanguage,
1681,ibmix-sapcommerce-sonar-rules,Java
1682,ibmpairs,Python
1683,ibmpairs-geoserver-extension,
1684,IBMRPATriggerforDatacap,C#
1685,ibmrpd,
1686,IBMSAFR-Spark,Scala
1687,ibmvsm,
1688,IBMWeatherGen,Python
1689,ibmz-accelerated-for-nvidia-triton-inference-server,
1690,ibmz-accelerated-for-pytorch,
1691,ibmz-accelerated-for-snapml,
1692,ibmz-accelerated-for-tensorflow,
1693,ibmz-accelerated-serving-for-tensorflow,
1694,ibmz-mongodb-enterprise-operator,
1695,ibmz-optimized-for-tensorflow,
1696,ibm_power_hmc_sdk_ruby,Ruby
1697,IBM_VizWiz,
1698,ibm_zosmf,Python
1699,ibm_zos_zosmf,Python
1700,ibp-and-hcs,Shell
1701,ibp-on-openshift,Shell
1702,IBP4-IBMCloudPrivate,
1703,ic-bs-vpc-proposal-sizing,TypeScript
1704,icd-elastic-bot,HCL
1705,ICDAR2021-SLP,
1706,icp-airways,TypeScript
1707,icp4d-customer-churn-classifier,Jupyter Notebook
1708,icp4d-dynamic-pricing,
1709,icp4d-telco-manage-ml-project,Jupyter Notebook
1710,icp4d-telco-monitor-models-with-wml-openscale,Jupyter Notebook
1711,icpa-jee-tutorial,Java
1712,icpa-opentracing,Shell
1713,icse-react-assets,JavaScript
1714,ICSF-Education,REXX
1715,ICX360,Python
1716,idemix,Go
1717,idmt,Java
1718,idz-utilities,COBOL
1719,ieam42-automation,HCL
1720,ifm,C
1721,igc-restclient,Java
1722,igc-x-json_schema,JavaScript
1723,ignition,Python
1724,IIB-ACE-DigestAuthentication,Java
1725,ikc-dq,Java
1726,IM-android,Kotlin
1727,IM-ios,Swift
1728,IM-web,
1729,IMaC-startkit,Python
1730,image-analysis-iot-alert,JavaScript
1731,Image-Captioning-Attack,Python
1732,image-classification-using-cnn-and-keras,Jupyter Notebook
1733,image-preprocessing-for-deep-learning-models,Jupyter Notebook
1734,image-prune,Go
1735,ImageNet-Robustness,Python
1736,impact-statement-bot,Jupyter Notebook
1737,ImpactMesh,Python
1738,import-tracker,Python
1739,improve-discovery-results-using-api-based-relevancy-training,Python
1740,ims-explorer-about,
1741,in-memory-factorizer,Python
1742,in-monitor-kaslr,
1743,inbound_parser,Go
1744,incubator,CSS
1745,indo-aryan-language-family-model,
1746,indoor-map-iphone-app,Swift
1747,Industry-4.0-Toolkit,
1748,Industry-Accelerators,Jupyter Notebook
1749,industry-solns-tech2025-ai-lab,Jupyter Notebook
1750,inFairness,Python
1751,infra-to-app-with-landing-zone,HCL
1752,infrastructure-automation-gitops,
1753,ingestion-api,JavaScript
1754,innovate-banking,TypeScript
1755,innovate-digital-bank,JavaScript
1756,InspectorRAGet,Jupyter Notebook
1757,instana-analyzer,Go
1758,instana-aws-blog-repo,Python
1759,instana-gitops,Shell
1760,instana-openshift,JavaScript
1761,instana-techxchange,MDX
1762,instantOnReactiveMessaging,
1763,instructlab-ibmdeveloper-content,Jupyter Notebook
1764,integrate-blockchain-with-erp-system-using-kafka,
1765,Integrate-Investment-Portfolio,Jupyter Notebook
1766,integrating-rpa-and-qradar-automate-security-activities,Java
1767,integration-catalog-sources,
1768,integration-of-adversarial-attacks-in-training-pipeline,Jupyter Notebook
1769,integrity-enforcer,Go
1770,integrity-shield,Go
1771,intelligence-suite,
1772,intelligence-suite-supply-chain-solutions,Jupyter Notebook
1773,intelligence-suite-user-interface,
1774,intelligent-asset-reference-architecture,EJS
1775,intelligent-SC-hitchhikers-guide,
1776,IntelligentCustomerCare-Blog,
1777,InteractingWithABlockchainNetwork,JavaScript
1778,intermediate-training-using-clustering,Python
1779,InterpretableDTIP,
1780,intro-ai-llm-workshop,
1781,intro-to-ml-with-sklearn,Jupyter Notebook
1782,Introduction-to-IEAM,
1783,invoke-icf,JavaScript
1784,invoke-wml-using-cognos-custom-control,JavaScript
1785,iobench,C
1786,Ionic-MFP-App,TypeScript
1787,ios-app,Swift
1788,ios-infinite-scrolling-cloudant-app,Swift
1789,ios-keychain,Swift
1790,ios-mapkit-indoor-map,Swift
1791,ios-mbaas-app,Swift
1792,ios-mbaas-hyperprotect-app,Swift
1793,ios-podspecs,Ruby
1794,ios-push-app,Swift
1795,ios-scanner,Swift
1796,ios-tone-analyzer-app,Swift
1797,ios-virtual-assistant-app,Swift
1798,ios-visual-recognition-app,Swift
1799,ios-watson-vision-core-app,Swift
1800,iot-analytics-anomaly,Jupyter Notebook
1801,IoT-AssetTracking-Perishable-Network-Blockchain,JavaScript
1802,iot-cloud-ai-tutorial,
1803,iot-device-trend-analysis,Python
1804,iot-edge-predictive-models-dsx,Jupyter Notebook
1805,iot-mapping,JavaScript
1806,iot-mic-sts-ifttt-slack,
1807,iot-notes-pet,
1808,iot-predictive-analytics,Jupyter Notebook
1809,iotnets,Python
1810,iotp-oslc,C++
1811,IPC-graph-data,
1812,IPC-image-data,
1813,ipcri,Assembly
1814,ipfs-social-proof,JavaScript
1815,IPFSfB,Go
1816,ipm-bootstrap-carbon-theme,JavaScript
1817,ipm-jquery-ui-draggable,JavaScript
1818,ipm-marketplace-app,JavaScript
1819,irods-tieredStorage-tape,Shell
1820,iService-ibmi,C
1821,iso20022,
1822,Issue-Test-Localizer,Python
1823,istio-hybrid,Shell
1824,istio-intro,Shell
1825,istio-spire,Go
1826,istio101,Shell
1827,itaa-docs,
1828,itaa-markdown,EJS
1829,iter-refine-dialgen,Python
1830,iter8-demo-gitops-repo,
1831,iter8-in-tekton-canary-release,Dockerfile
1832,iTestCloud,Java
1833,ITOPS-ontology,
1834,ITS-analysis-for-model-driven-inference,Python
1835,ix-base-image-nodejs,
1836,ix-base-image-tomcat,
1837,ix-base-images,
1838,ix-cms-connector,TypeScript
1839,ix-magnolia-reproducer,
1840,janusgraph-docker-openshift,Shell
1841,janusgraph-operator,Go
1842,janusgraph-utils,Java
1843,japan-csm-demo01,Dockerfile
1844,japan-technology,Jupyter Notebook
1845,java-async-util,Java
1846,java-iceberg-toolkit,Java
1847,java-ioc,Java
1848,java-liberty-app,HTML
1849,java-liberty-backend-for-frontend,HTML
1850,java-liberty-microservice,HTML
1851,java-liberty-starter,HTML
1852,java-liberty-web-app,HTML
1853,java-microprofile-config,Java
1854,java-microprofile-fault-monitoring,Shell
1855,java-microprofile-metrics-on-kubernetes,Shell
1856,Java-MicroProfile-on-Kubernetes,Shell
1857,java-sdk-core,Java
1858,java-spring-app,HTML
1859,javacore-analyser,Python
1860,javaopts-operator,Go
1861,jdbc-driver,Java
1862,jdg_test123,
1863,jenkins-multi-arch-pipeline,Shell
1864,jenkins101,
1865,jinventory,C
1866,jira-notifications,
1867,jitter-tools,C
1868,jj-testing-travis,
1869,JLPlusPlus,Python
1870,jrpc2,Go
1871,json-logic-go,Go
1872,json-to-tf,JavaScript
1873,JSONata4Java,Java
1874,jsonsubschema,Python
1875,JTOpen,Java
1876,JTOpen-test,Java
1877,jupyter-tools,Python
1878,jupyterlab-cognos-dashboard-embedded,Python
1879,jupyterlab-infoboxes,Jupyter Notebook
1880,jupyterlab-media-capture,TypeScript
1881,jupyterlab-s3-browser,TypeScript
1882,jupyterlab-skills-network-tutorials,
1883,k8-secrets-as-hyperledger-fabric-wallet,Java
1884,k8s-custom-scheduler,Go
1885,k8s-enc-image-operator,Go
1886,k8s-image-scanner,
1887,k8s-netsim,Python
1888,k8s-service-accounts,Shell
1889,k8s-storage-perf,Jinja
1890,k8s-storage-tests,Jinja
1891,k8s-volume-utils,Go
1892,kafka-avro-formatters,Java
1893,kafka-connect-loosehangerjeans-source,Java
1894,kafka-connect-new-relic,Java
1895,kafka-connect-servicenow,Java
1896,kafka-connect-splunk-transformer,Java
1897,kafka-data-streaming-app-example,Java
1898,kafka-eventing-spring-boot-starter,Java
1899,kafka-quickstart-workshop,
1900,kafka-retry,Java
1901,kafka-streaming-click-analysis,Jupyter Notebook
1902,kar,Go
1903,kar-apps,Java
1904,kbqa-relation-linking,Python
1905,KCIF,Python
1906,kdep,Shell
1907,keda-introduction,Java
1908,kep,Python
1909,kernel-approximation-using-analog-in-memory-computing,Python
1910,kernel-spp,
1911,key-frame-detector,Python
1912,keyprotect-go,Go
1913,keyprotect-go-client,Go
1914,keyprotect-java-client,Java
1915,keyprotect-keycount,Go
1916,keyprotect-nodejs-client,TypeScript
1917,keyprotect-python-client,Python
1918,kg-goal-oriented-dialog,Python
1919,kgi-slot-filling,Python
1920,khaos,
1921,kif,Python
1922,kif-llm,Python
1923,kineto-spyre,HTML
1924,kitura-on-kubernetes,Swift
1925,Kitura-SOS-Workshop,Swift
1926,KL-fusion,Python
1927,klmutils,Shell
1928,kmodels,JavaScript
1929,knative-eventing-java-app,Java
1930,knative-quarkus-bench,Java
1931,knative-routing-tutorial,Go
1932,knative-sample-controller,Go
1933,knative-serverless,JavaScript
1934,knative101,Shell
1935,knative101-eventing,Shell
1936,knbuildtest,Go
1937,knowledge-catalog-samples,Jupyter Notebook
1938,knowledge-enabled-textual-entailment,Jupyter Notebook
1939,kone,Go
1940,kpa-hierarchy,Python
1941,KPA_2021_shared_task,Python
1942,kraft-mode-kafka-on-kubernetes,Shell
1943,kstar,C++
1944,kube-globalreserve,Go
1945,kube-hf,
1946,kube-jitter,
1947,kube-mpi,Python
1948,kube-safe-scheduler,C
1949,kube101,Shell
1950,kubecoin-dashboard,JavaScript
1951,kubecrd-vscode-extension,TypeScript
1952,kubectl-odlm,Go
1953,KubeflowDojo,Jupyter Notebook
1954,kubefly,Python
1955,kubeportal,Go
1956,kubernetes-cobol,Dockerfile
1957,Kubernetes-container-service-GitLab-sample,Shell
1958,kubernetes-driver,Python
1959,kubernetes-extensions-lab,
1960,kubernetes-gitops,
1961,Kubernetes-Lite,Python
1962,kubernetes-logging-and-monitoring,Shell
1963,kubernetes-mongoose,JavaScript
1964,kubernetes-must-gather,Shell
1965,kubernetes-networking,
1966,kubernetes-operators,Shell
1967,kubernetes-security,Shell
1968,kubernetes-speech-assistant,Java
1969,kubernetes-storage,
1970,kv-utils,Java
1971,KVP10k,Python
1972,L3WmAppIntegration,HTML
1973,lab-activity-recognition,Python
1974,Lab-Chronicles-Publications,
1975,label-sleuth-watson-nlp-classification-tutorial,Jupyter Notebook
1976,Lagom-Liberty-Kubernetes,Java
1977,lagom-object-storage,Java
1978,lagraph,Scala
1979,lale,Python
1980,lale-autoai,Python
1981,lale-gpl,Python
1982,Lale.jl,Julia
1983,landmark,Java
1984,langgraph-interrupt-workflow-template,
1985,language-translation-ui,JavaScript
1986,larimar,Python
1987,lazy-z,JavaScript
1988,lb4-sales-analytics,TypeScript
1989,lb4-sales-react-app,JavaScript
1990,LCN,Python
1991,learn-vector-symbolic-architectures-rule-formulations,Python
1992,learning-to-combine-grammatical-error-corrections,Macaulay2
1993,lemming,Python
1994,Leveraging-cache-and-MessagingQueue-to-scale-BlockchainNetwork,JavaScript
1995,liberty-outage-reporter,Java
1996,libertydiag,Java
1997,libertyEventDrivenSurvey,JavaScript
1998,libertymon,Java
1999,libgpump,C++
2000,libgroupsig,C
2001,libjinventory,Roff
2002,library-management-system-using-cockroachdb-hosted-on-rhm,Python
2003,libras,JavaScript
2004,libras-ui,JavaScript
2005,libstb-secvar,C
2006,license-plate-ocr,Python
2007,license-scanner,Go
2008,limitations-lm-algorithmic-compositional-learning,Python
2009,linux-on-ibmz-containers,Shell
2010,lionheart,Python
2011,LitAuthorDemoDB,
2012,litelinks-core,Java
2013,little-flute,JavaScript
2014,live-streaming-of-IoT-data-using-streaming-analytics,Jupyter Notebook
2015,living-on-the-cloud,
2016,living-on-the-cloud-tekton-catalog,
2017,liz,JavaScript
2018,llm-agent-framework,Python
2019,LLM-performance-prediction,Jupyter Notebook
2020,llm-scoping,Python
2021,llm-watsonx,Python
2022,llvm-project,
2023,lm-desk,Shell
2024,lmctl,Python
2025,LNN,Python
2026,LOA,Python
2027,loading-accessing-data-from-nps,
2028,loadtesting-the-Blockchain-Network,Java
2029,localK8Dev,
2030,logdna-cos,JavaScript
2031,logical-agent-driven-polymer-discovery,Python
2032,logical-Bell-states-in-3CX-BaconShor-codes,Jupyter Notebook
2033,LogicalFormulaEmbedder,Python
2034,logicaltwins,Inform 7
2035,logmet-client-njs,JavaScript
2036,logs-go-sdk,Go
2037,logs-router-go-sdk,Go
2038,logstash-filter-mongodb-guardium,Java
2039,long-way-home-callforcode,JavaScript
2040,LongAnswer,Python
2041,loopback-in-five,JavaScript
2042,Lotus-Notes-to-IBM-Cloud-Object-Storage-Migration,Python
2043,Lotus-Notes-to-MongoDB-Migration,Python
2044,low-resource-text-classification-framework,Python
2045,loyalty-points-evm-fabric,JavaScript
2046,LPRules,C++
2047,lsf-quantum,Python
2048,LTFS-Data-Management,C++
2049,lua-ffi-hiredis-cluster,Lua
2050,lua-http-libcurl-async,C
2051,luban,Python
2052,lunchpail,Go
2053,lunchpail-demo,
2054,lunchpail-openroad-max-utilization,Dockerfile
2055,lwp,C++
2056,m2o-head-tail-assign,Python
2057,m3-data-gen,Python
2058,m3-train-eval,Python
2059,M3Bench,
2060,maas360-jam-in-a-box,
2061,mac-ibm-enrollment-app,Swift
2062,mac-ibm-enrollment-helper,Swift
2063,mac-ibm-migration-tool,Swift
2064,mac-ibm-notifications,Swift
2065,machine-learning-with-minishift,HTML
2066,magkit,Java
2067,magkit-monitoring,Java
2068,magkit-pom,
2069,magkit-test,Java
2070,magkit-tools,Java
2071,magkit-vanity-url,Java
2072,magnolia-reproducer,HTML
2073,mainframe-downloads,HTML
2074,manage-control-device-node-red,JavaScript
2075,managing-cn-apps-on-k8s,Java
2076,managing-security-incidents,Java
2077,manifests,YAML
2078,manufacturing-edge,
2079,map-my-shifter,JavaScript
2080,maquina-vending,
2081,markdown-it-attrs,JavaScript
2082,markdown-it-task-lists,
2083,marked-it,JavaScript
2084,marked-it-cli,JavaScript
2085,maro,Python
2086,mas-drone-to-fix-watsonx,Jupyter Notebook
2087,mas-monitor-discover-api,Jupyter Notebook
2088,mas-mvi-master-api,Jupyter Notebook
2089,mas-mviedge-cpu-monitor,
2090,mas-tas-appconnect-flows,
2091,mas-tas-service-request,
2092,mas-tas-work-order,
2093,mask-lmm,Python
2094,MAS_SNO_AWS_RunbookJP,
2095,materials,Python
2096,mathlib,Go
2097,matilda,Python
2098,matrix-capsules-with-em-routing,Python
2099,MAX-Adversarial-Cryptography,Shell
2100,MAX-Audio-Classifier,Python
2101,MAX-Audio-Embedding-Generator,Python
2102,MAX-Audio-Sample-Generator,Python
2103,MAX-Base,Dockerfile
2104,MAX-Breast-Cancer-Mitosis-Detector,Python
2105,MAX-Chinese-Phonetic-Similarity-Estimator,Python
2106,max-developer-tutorial,
2107,MAX-Fast-Neural-Style-Transfer,Python
2108,MAX-Framework,Python
2109,MAX-Human-Pose-Estimator,C++
2110,max-human-pose-estimator-tfjs,JavaScript
2111,MAX-Image-Caption-Generator,Python
2112,MAX-Image-Caption-Generator-Web-App,JavaScript
2113,MAX-Image-Colorizer,Python
2114,MAX-Image-Resolution-Enhancer,Python
2115,MAX-Image-Segmenter,Python
2116,MAX-Image-Segmenter-Web-App,JavaScript
2117,MAX-Inception-ResNet-v2,Python
2118,max-model-prediction-os,Shell
2119,MAX-Name-Generator,Python
2120,MAX-Named-Entity-Tagger,Python
2121,MAX-Nested-Named-Entity-Tagger,Python
2122,MAX-News-Text-Generator,Python
2123,MAX-Nucleus-Segmenter,Jupyter Notebook
2124,MAX-Object-Detector,Python
2125,MAX-Object-Detector-Web-App,JavaScript
2126,MAX-OCR,Python
2127,MAX-Operator,Makefile
2128,MAX-Question-Answering,Python
2129,MAX-Question-Answering-Web-App,Python
2130,MAX-Recommender,Python
2131,MAX-ResNet-50,Python
2132,MAX-Review-Text-Generator,Python
2133,MAX-Scene-Classifier,Python
2134,MAX-Skeleton,Python
2135,MAX-Spatial-Transformer-Network,Shell
2136,MAX-Speech-to-Text-Converter,Python
2137,MAX-Sports-Video-Classifier,Python
2138,MAX-Text-Sentiment-Classifier,Python
2139,MAX-Text-Summarizer,Python
2140,MAX-Toxic-Comment-Classifier,Python
2141,MAX-Training-Framework,Python
2142,MAX-Training-Skeleton,Python
2143,max-tutorial-app-nodejs,JavaScript
2144,max-tutorial-app-python,Python
2145,MAX-Weather-Forecaster,Python
2146,MAX-Word-Embedding-Generator,Python
2147,maximo-assist-diagnosis-model-generator,
2148,Maximo-Automation-Script-Converter,Python
2149,maximo-envizi-appconnect-flows,
2150,maximo-labs,JavaScript
2151,maximo-labs-archive,JavaScript
2152,maximo-labs-test,JavaScript
2153,maximo-predictive-maintenance,Jupyter Notebook
2154,maximo-streaming-video-analysis,Vue
2155,maximo-visual-alerts,Vue
2156,maximo-visual-inspection-table,JavaScript
2157,maximo-visual-inspector-dashboard,Vue
2158,maximo-visual-timeseries,Vue
2159,maximo-workday,
2160,maximo-wxo-integration,Python
2161,MaximoCOBieParser,Java
2162,MaximoForgeViewerPlugin,Java
2163,MBID-db,Python
2164,mc-layernorm,Python
2165,mcp,
2166,mcp-cli,Python
2167,mcp-composer,
2168,mcp-context-forge,Python
2169,mcp-gateway,
2170,mcp-servers,
2171,md-enricher-for-cicd,Python
2172,md-includes,JavaScript
2173,mdm-java-sdk,Java
2174,mdm-mcp-server,Python
2175,mdmce-environment-deployment-toolkit,Java
2176,MEAL,Python
2177,mean-app,JavaScript
2178,mechanism-learning,Jupyter Notebook
2179,Medical-Blockchain,Vue
2180,Medical-Claims-Application-for-Datacap,C#
2181,megacard-standalone,Java
2182,meme,Python
2183,memoryanalyzersamples,Java
2184,merlin-docs,
2185,MermaidSeqBench-Eval,Python
2186,mern-app,JavaScript
2187,message-catalog-manager,JavaScript
2188,metastore-to-egeria-event-mapper,Java
2189,metrics-collector-client-java,Java
2190,metrics-collector-client-kubernetes,Python
2191,metrics-collector-client-node,JavaScript
2192,metrics-collector-client-python,Python
2193,metrics-collector-client-swift,Swift
2194,metrics-collector-service,JavaScript
2195,MFP-Auth-LDAP,TypeScript
2196,MFP-JSONStore-OfflineSync,TypeScript
2197,MGS,C
2198,mhealth_research_template,Swift
2199,mi-algorithms,C++
2200,mi-neural-nets,C++
2201,mi-prometheus,Python
2202,mi-reinforcement-learning,C++
2203,mi-toolchain,C++
2204,mi-visual-reasoning-pubs,TeX
2205,mi-visualization,C++
2206,mic-sts-nlu-weather-tone-analyzer,
2207,micro-admin,HTML
2208,micro-user,EJS
2209,micro3270,Shell
2210,microCT-Dataset,Jupyter Notebook
2211,microprobe,Python
2212,microprofile-meeting,JavaScript
2213,microprofile-meeting-concurrency,Java
2214,microprofile-meeting-persistence,Java
2215,microprofile-meeting-websockets,Java
2216,MicroscoPy,Python
2217,Microservices-deployment-with-PaaS-Containers-and-Serverless-Platforms,JavaScript
2218,microservices-miner,Python
2219,microservices-using-apiconnect-and-appconnect,JavaScript
2220,microsvcengineering,Java
2221,mig-adapter,Go
2222,migrate-app-to-openshift-using-ta,Java
2223,migrate-apps-from-k8s-to-ocp,JavaScript
2224,mimicri,JavaScript
2225,mimkl,C++
2226,mini-era,C
2227,minishift101,
2228,misem,Python
2229,mismatch-eval,
2230,mixed-migration-forecasting,Jupyter Notebook
2231,mkdocs-oc-pipeline,Shell
2232,ml-learning-path-assets,Jupyter Notebook
2233,ML4EO-workshop-2025,Jupyter Notebook
2234,mlapp,Python
2235,mlapp-cp-ui,Vue
2236,mlca,C
2237,mlflow-watsonml,Python
2238,mlmonitor,Python
2239,MLOps,Jupyter Notebook
2240,MLOps-CPD,Jupyter Notebook
2241,mmbop,Python
2242,MMMG,Python
2243,mnnn,Python
2244,mobile-app-with-microservices,
2245,mobile-app-with-watson-content-hub,
2246,mobx-react-router,JavaScript
2247,mocktail,Rust
2248,mod-ani-ul,Python
2249,model-attribution-in-machine-learning,Python
2250,model-correctness-prediction,
2251,model-encryption,Python
2252,model-evaluation-workbench,Java
2253,model-mgmt-on-watson-studio-local,Jupyter Notebook
2254,model-recycling,Python
2255,model-reprogramming,
2256,model-sanitization,Python
2257,Model-Training-and-Serving-using-WML,Python
2258,modeling4planning,Python
2259,modernize-monolithic-architecture-using-IBM-CP4A,HTML
2260,modified-bAbI-dialog-tasks,
2261,ModuleFormer,Python
2262,molformer,Jupyter Notebook
2263,monitor-azure-ml-with-watson-openscale,Jupyter Notebook
2264,monitor-custom-ml-engine-with-watson-openscale,Jupyter Notebook
2265,monitor-hands-on-lab,
2266,monitor-ibm-cloud-pak-with-watson-openscale,Jupyter Notebook
2267,monitor-sagemaker-ml-with-watson-openscale,Jupyter Notebook
2268,monitor-sagemaker-models-with-watson-openscale,Jupyter Notebook
2269,monitor-wml-model-with-watson-openscale,Jupyter Notebook
2270,more-utils,Python
2271,motion,JavaScript
2272,movie_ticket_booking_application_using_crunchydb,HTML
2273,mpitrace,C
2274,mq2prom,Go
2275,mqcloud-go-sdk,Go
2276,mr-cassop,Go
2277,MRI,Python
2278,mrs-logic,Python
2279,MS-CLIP,Python
2280,mt-rag-benchmark,Python
2281,mug,Jupyter Notebook
2282,multi-bot-service-orchestrator,TypeScript
2283,multi-cloud-configuration-dataset,Jupyter Notebook
2284,multi-data-lineage-capture-py,Python
2285,Multi-GNN,Python
2286,multi-tenancy,Shell
2287,multi-tenancy-backend,Shell
2288,multi-tenancy-documentation,
2289,multi-tenancy-frontend,Shell
2290,multi-tenancy-serverless-ci-cd,
2291,multi-variate-parallel-transformer,Python
2292,multiagentic-rag-monitoring-blog,Python
2293,multicloud-application-monitoring-dashboard,
2294,multicloud-incident-response-navigator,Python
2295,multicloud-multi-tenancy,
2296,multicloud-policy-playbooks,HTML
2297,multidoc2dial,Python
2298,multimodal-3d-image-segmentation,Python
2299,multimodal-survival-analysis,Python
2300,multiple-input-multiple-output-nets,Python
2301,multiscale-beep-modeling,Python
2302,multitask-toxicity,Jupyter Notebook
2303,multitenant-network-isolation-tutorial,Java
2304,multitenant-resource-isolation-tutorial,Java
2305,Musketeer-Client,Python
2306,mvi-validator,Jupyter Notebook
2307,mvs-oss-presentation,HCL
2308,my-common-services,
2309,my-mas-cookbook,
2310,mysql-openshift,JavaScript
2311,nagios-for-i,Java
2312,natural-language-understanding-code-pattern,JavaScript
2313,natural-language-understanding-node-red,
2314,naturalistic-variation-goal-oriented-dialog-datasets,
2315,nc-bench,Python
2316,ndapi-sdk-java,Java
2317,ne-table-datasets,
2318,neo-0verview,
2319,nes-spark,
2320,nesa-demo,Python
2321,NeSLET,Python
2322,NESTFUL,Python
2323,netaddr,Go
2324,netconf-driver,Python
2325,NetDash,Python
2326,netezza-spatial-analysis,HTML
2327,netezza-utils,Go
2328,network-config-analyzer,Python
2329,network-experiment,
2330,networking-go-sdk,Go
2331,networking-java-sdk,Java
2332,networking-node-sdk,JavaScript
2333,networking-python-sdk,Python
2334,neural-clampling,
2335,neural-embedding-compression,Python
2336,NeuralFuse,Python
2337,Neural_Unification_for_Logic_Reasoning_over_Language,Python
2338,neuro-symbolic-ai,
2339,neuro-vector-symbolic-architectures,Python
2340,neuro-vector-symbolic-architectures-raven,Python
2341,neuroaikit,Jupyter Notebook
2342,NeuronAlignment,Python
2343,newrelic-cli,Go
2344,newrelic-istio-adapter,Go
2345,nginx-linuxone,HTML
2346,nginx-tls-offload,Dockerfile
2347,ngo-collaboration-using-blockchain,Java
2348,nicedoc.io,JavaScript
2349,NL-FM-Toolkit,Python
2350,nl2bash-eabench,Shell
2351,NL2ESQL-with-watsonx,Python
2352,nl2flow,Python
2353,nl2flow-runner,Python
2354,nl2ltl,Python
2355,NL2PDDL,Python
2356,nlc-email-phishing,CSS
2357,nlc-icd10-classifier,Python
2358,node-build-config-openshift,JavaScript
2359,node-docker-language-translation,JavaScript
2360,node-hello-world,JavaScript
2361,node-i18n-utilities,JavaScript
2362,node-ibmapm,JavaScript
2363,node-ibmapm-embed,JavaScript
2364,node-ibmapm-restclient,JavaScript
2365,node-igc-extensions,JavaScript
2366,node-igc-rest,JavaScript
2367,node-infosvr-commons,JavaScript
2368,node-log4js-logmet-appender,JavaScript
2369,node-log4js-qradar-syslog-appender,JavaScript
2370,node-nano-doc-updater,JavaScript
2371,node-odbc,JavaScript
